Latitude,Longitude,VCP10f925h0,VCP20f925h0,VCP40f925h0,HCP10f925h0,HCP40f925h0
6.57534246575342,1,25.4024308291809,4.44573150741346,1.91226008677029,39.9562604015206,3.8837516797846
6.76056338028169,1,25.4063532985212,4.44077011296401,1.91305805612704,39.8771605920675,3.93271087027545
7.27272727272727,1,25.4171995205608,4.42705110558484,1.9152645623029,39.65843763411,4.06809045004179
7.32394366197183,1,25.4182841427648,4.42567920484692,1.91453493427231,39.6365653383143,4.08162840801843
7.5,1,25.4220125315909,4.42096329606034,1.91202683791717,39.5613793215165,4.12816513856311
7.67123287671233,1,25.4256387727779,4.39770644731852,1.90958745653067,39.4882531955898,4.17342689018876
7.88732394366197,1,25.4302149870083,4.36835695932885,1.90650902593587,39.3959700845612,4.22144650358654
8.45070422535211,1,25.4421458312518,4.29183865135578,1.89848311759943,39.155374830808,4.34664049565931
8.48484848484848,1,25.4428689127211,4.28720117814529,1.89799669891237,39.1407933002775,4.35422801033039
8.76712328767123,1,25.4488467163749,4.2488626153709,1.89039093837144,39.020245989659,4.41695492956319
9.01408450704225,1,25.4540766754953,4.21532034338271,1.88373668557009,38.9147795770549,4.45396215562875
9.57746478873239,1,25.4660075197388,4.13880203540963,1.86855667136702,38.6741843233017,4.5383848900908
9.6969696969697,1,25.4685383048814,4.12257087917292,1.86533666835425,38.623148966445,4.55629274285548
10.1408450704225,1,25.4779383639824,4.06228372743657,1.84996419612179,38.4335890695485,4.62280762455285
10.7042253521127,1,25.4898692082259,3.98576541946349,1.83045298136521,38.1929938157954,4.7072303590149
10.9090909090909,1,25.4942076970417,3.95794058020056,1.823357994181,38.1055046326124,4.73792953518291
11.25,1,25.5014272135868,3.91163830861458,1.81037226284299,37.959917163722,4.78901488302501
11.2676056338028,1,25.5018000524694,3.90845038928045,1.8097016382199,37.9523985620422,4.79165309347695
11.830985915493,1,25.5137308967129,3.80643697058812,1.78824165028102,37.7118033082891,4.876075827939
12.0547945205479,1,25.5184705471658,3.76591109192955,1.77971644959297,37.6162243718666,4.90961362656091
12.1212121212121,1,25.519877089202,3.753884603383,1.77718650497917,37.5878602987799,4.91253915117829
12.3943661971831,1,25.5219460126689,3.70442355189581,1.7667950682916,37.4712080545359,4.92457088622443
12.9577464788732,1,25.5262131673195,3.6024101332035,1.74536273012348,37.2306128007828,4.9493863397571
13.3333333333333,1,25.5290579370865,3.53440118740862,1.73107450467807,37.0702159649474,4.96592997544555
13.5211267605634,1,25.53048032197,3.50039671451118,1.72447420507036,36.9900175470296,4.97420179328977
13.75,1,25.5322138535468,3.45895376316743,1.71643008992347,36.8922757251924,4.98428307128742
14.0845070422535,1,25.5347474766206,3.40182743677096,1.70467330624723,36.7494222932765,4.99901724682244
14.5454545454545,1,25.538238784971,3.32310790566004,1.68847257084649,36.5525716311148,5.0193207997128
14.6478873239437,1,25.5398397443031,3.30561467652427,1.68539874635049,36.5088270395233,5.0238327003551
15,1,25.5453430420073,3.2454817013701,1.6748324746455,36.3584550059276,5.03934235881302
15.2112676056338,1,25.5486450206298,3.21301626143032,1.66849271162251,36.2682317857702,5.04864815388777
15.7575757575758,1,25.5571834704011,3.12906522481835,1.65209898097719,36.0349272972822,5.07271162398006
15.7746478873239,1,25.5577460549376,3.12644175492424,1.65170331598821,36.027636532017,5.07346360742044
16.25,1,25.5734105181246,3.05339451505971,1.64068651895127,35.8246342866627,5.09440164633863
16.3380281690141,1,25.5763113446407,3.04180194298446,1.63864637135184,35.7870412782638,5.09827906095311
16.9014084507042,1,25.594876634344,2.96760948170285,1.62558942671546,35.5464460245107,5.12309451448578
16.969696969697,1,25.5971269724898,2.95861645609295,1.62400676675953,35.5172829634497,5.12610244824732
17.4647887323944,1,25.6134419240472,2.89341702042122,1.61650827743319,35.3058507707575,5.14790996801845
17.5,1,25.6146022546537,2.88877999159112,1.61597497970093,35.2908135673979,5.14946093386424
17.5342465753425,1,25.6157307953805,2.88512415000765,1.61545629286544,35.2761883422126,5.15096940749508
18.1818181818182,1,25.6370704745786,2.8159955091567,1.60564839633988,34.9996386296171,5.13777511392065
18.5915492957746,1,25.6505725034537,2.77225647745902,1.6030420937698,34.8246602632512,5.12942682849544
18.75,1,25.6557939911827,2.75534177379467,1.60203418769777,34.7569928481331,5.12619838999116
18.9830508474576,1,25.6634738064678,2.73658452406512,1.60055174957677,34.6574669513211,5.12144997102347
19.1549295774648,1,25.6691377931569,2.72275075217751,1.59945842773592,34.3719273407137,5.11794793603577
19.3939393939394,1,25.6770139766673,2.70351389093313,1.59793808457004,33.9748638417882,5.11307810287107
19.7183098591549,1,25.6957235577955,2.67740672210147,1.59884089142636,33.4359919503893,5.10646904357611
20,1,25.7119713519332,2.65473470706344,1.59962490790684,32.9680242552271,5.10072959734628
20.2816901408451,1,25.7282191460709,2.63944386136845,1.60040892438733,32.5000565600649,5.09499015111645
20.6060606060606,1,25.7469287271991,2.62183622087119,1.60131173124365,31.961184668666,5.08838109182149
20.8219178082192,1,25.7593792992116,2.61011895181642,1.60388907136692,31.602584267973,5.08398299396335
20.8450704225352,1,25.7607147343462,2.60886216997847,1.60416551413203,31.5641211697405,5.0829313570153
21.25,1,25.7840709384192,2.58688157929193,1.60900038290945,30.8914176079448,5.06453866497602
21.4084507042253,1,25.7932103226216,2.58224083379003,1.61089228808322,30.6281857794161,5.05734152461282
21.6949152542373,1,25.8097335031006,2.57385078542501,1.61431268161772,30.1522864284037,5.04432974542512
21.8181818181818,1,25.816843477731,2.57024052218916,1.61578448732044,30.0348096387231,5.03873073741102
